ISO3 Code,MaxYear,ISO2 Code,Country,Continent,Region,LDC Flag,Year,Rule,Median Daily Income €,Median Daily Female Income €,Median Daily Male Income €,Population,% Female Population,Female Population,% Male Population,Male Population,% of Population under Poverty Line,% of Female Population under Poverty Line,% of Male Population under Poverty Line,Female Population under Poverty Line,Male Population under Poverty Line,MaxYear Flag
LVA,N/A,LV,Latvia,Europe,EU27,NO,2016,<= 60% Median Daily Income,20.1282124498,16.45546284496,17.574936612136,1959537,0.54072181363026,1059564,0.45927818636974,899972,19.49,15.93,17.02,168810.72792619,153138.89579994,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2017,<= 60% Median Daily Income,21.7122612889,17.246308274755,18.344407841126,1942248,0.5407027069159,1050178,0.4592972930841,892069,19.69,15.64,16.64,164261.01725923,148414.93016695,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2018,<= 60% Median Daily Income,23.3796582747,18.673036178507,20.599386026082,1927174,0.54008961015396,1040846,0.45991038984604,886327,19.49,15.56,17.17,162007.37706551,152188.42765457,0
LVA,2019,LV,Latvia,Europe,EU27,NO,2019,<= 60% Median Daily Income,24.5127315979,21.080305544201,23.003983616675,1913822,0.53910221420357,1031745,0.46089778579643,882076,19.08,16.41,17.91,169307.31484387,157955.77294909,1
LSO,N/A,LS,Lesotho,Africa,Rest of the World,YES,2002,<= 1.9565€ Median Daily Income,,,,1997534,,,,,66.30,0.00,0.00,,,0
LSO,2017,LS,Lesotho,Africa,Rest of the World,YES,2017,<= 3.3215€ Median Daily Income,,,,2170617,,,,,25.10,0.00,0.00,,,1
LBR,N/A,LR,Liberia,Africa,Rest of the World,YES,2007,<= 1.9565€ Median Daily Income,,,,3632740,,,,,53.30,0.00,0.00,,,0
LBR,N/A,LR,Liberia,Africa,Rest of the World,YES,2014,<= 1.9565€ Median Daily Income,,,,4519398,,,,,25.90,0.00,0.00,,,0
LBR,2016,LR,Liberia,Africa,Rest of the World,YES,2016,<= 1.9565€ Median Daily Income,,,,4706097,,,,,27.60,0.00,0.00,,,1
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2004,<= 60% Median Daily Income,10.4370464835,,,3377075,0.53396555209008,1803241,0.46603444790992,1573833,24.49,0.00,0.00,0,0,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2005,<= 60% Median Daily Income,12.2332389816,5.3756115025262,5.7122551652092,3322528,0.53437807356895,1775486,0.46562192643105,1547041,19.89,6.44,6.85,114417.45811198,105939.17614034,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2006,<= 60% Median Daily Income,15.1701346615,6.505772370105,7.0347838400355,3269909,0.53539827985294,1750703,0.46460172014706,1519205,18.49,5.76,6.23,100801.01959431,94584.663621516,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2007,<= 60% Median Daily Income,17.9199688213,8.4668552939888,9.20159344667,3231294,0.53636865177449,1733164,0.46363134822551,1498129,18.97,6.56,7.13,113695.19083238,106805.23744786,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2008,<= 60% Median Daily Income,19.2214953749,10.572214073308,11.427182105519,3198231,0.53700532745233,1717467,0.46299467254767,1480763,19.23,7.54,8.15,129566.3535596,120743.17436931,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2009,<= 60% Median Daily Income,15.8809066416,12.145889607596,13.206584322558,3162916,0.53724289038198,1699254,0.46275710961802,1463661,25.01,16.34,17.77,277716.32427809,260102.65641812,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2010,<= 60% Median Daily Income,15.3643645519,10.379846266061,11.135958619547,3097282,0.53844364183558,1667711,0.46155635816442,1429570,25.33,14.59,15.66,243359.73845992,223805.13644293,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2011,<= 60% Median Daily Income,16.4125886379,9.9977824266665,10.70045927814,3028115,0.53900657409385,1632173,0.46099342590615,1395941,19.75,8.40,8.99,137059.79312673,125461.27101717,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2012,<= 60% Median Daily Income,16.9360312303,11.135958619547,12.287493687931,2987773,0.53938869525353,1611570,0.46061130474647,1376202,24.14,9.34,14.65,150544.22307276,201618.42563025,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2013,<= 60% Median Daily Income,17.5287013356,12.017644402765,13.062308467122,2957689,0.53938938155829,1595346,0.46061061844171,1362342,19.86,9.11,9.90,145299.74177623,134864.20190767,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2014,<= 60% Median Daily Income,18.6716411336,12.5653582984,13.393608579604,2932367,0.53932125055037,1581487,0.46067874944963,1350879,24.36,9.83,14.69,155425.68377663,198494.93954479,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2015,<= 60% Median Daily Income,20.6131449433,13.511166684033,14.080254780474,2904910,0.5391522567986,1566188,0.4608477432014,1338721,19.78,12.97,13.51,203090.61976614,180906.30797995,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2016,<= 60% Median Daily Income,22.0599201823,14.686747728323,15.72606824248,2868231,0.53969870087428,1547980,0.46030129912572,1320250,25.22,9.70,14.88,150200.12606635,196405.39452095,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2017,<= 60% Median Daily Income,23.315824714,15.899733624022,16.784091182341,2828403,0.53924500264054,1525202,0.46075499735946,1303200,19.76,9.60,14.22,146421.35927319,185369.87735947,0
LTU,N/A,LT,Lithuania,Europe,EU27,NO,2018,<= 60% Median Daily Income,25.511059665,17.772647969585,19.258154925551,2801543,0.53814926193554,1507648,0.46185073806446,1293894,19.47,9.72,14.70,146492.24846125,190155.76243316,0
LTU,2019,LT,Lithuania,Europe,EU27,NO,2019,<= 60% Median Daily Income,27.9484861838,19.391743680584,21.270001576347,2794137,0.53632581104179,1498567,0.46367418895821,1295569,19.38,8.99,9.86,134742.09279075,127772.77633545,1
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2000,<= 60% Median Daily Income,55.7416669628,58.332865772691,60.211123668454,436300,0.5073454797048,221354,0.4926545202952,214945,18.63,19.50,25.95,43161.202257128,55772.807485093,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2003,<= 60% Median Daily Income,58.9555826223,67.606597147079,69.848216456532,451630,0.50700646888244,228979,0.49299353111756,222650,18.47,26.93,27.83,61673.215397129,61956.92863071,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2004,<= 60% Median Daily Income,60.8386977835,71.266929034982,72.765794866451,458095,0.50609284332689,231838,0.49390715667311,226256,18.46,27.70,28.28,64207.534982408,63979.481055176,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2005,<= 60% Median Daily Income,62.777723008,75.418867541406,76.153605694087,465158,0.50533139648332,235058,0.49466860351668,230099,18.60,28.55,28.83,67111.95057529,66336.113002548,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2006,<= 60% Median Daily Income,61.5627388922,78.694463814814,78.870800971457,472637,0.50520800023876,238779,0.49479199976124,233857,19.03,35.03,35.11,83641.498401391,82100.93822354,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2007,<= 60% Median Daily Income,62.5707059432,78.900190497565,81.024251702589,479993,0.50483318528225,242316,0.49516681471775,237676,18.63,29.98,36.19,72655.838973713,86010.269029589,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2008,<= 60% Median Daily Income,60.3606038126,81.700210803055,83.965876088414,488650,0.5047385381119,246640,0.4952614618881,242009,18.77,36.49,37.50,89998.782893836,90757.868625163,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2009,<= 60% Median Daily Income,62.8242853875,84.075418867541,85.438024168878,497783,0.50388044579534,250823,0.49611955420466,246959,19.68,37.33,37.93,93631.030243593,93682.712890318,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2010,<= 60% Median Daily Income,61.4513531541,85.592987124716,87.142616683098,506953,0.50324060980031,255119,0.49675939019969,251833,19.50,38.20,38.89,97445.851652905,97932.22106166,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2011,<= 60% Median Daily Income,60.1103616932,85.387260441965,88.69224624148,518347,0.50254180994061,260491,0.49745819005939,257855,19.94,39.89,44.27,103918.22163636,114147.98556503,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2012,<= 60% Median Daily Income,58.3918468679,85.977722739211,88.759040618997,530946,0.5011555616525,266086,0.4988444383475,264859,24.84,44.18,45.61,117568.55069824,120812.12854131,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2013,<= 60% Median Daily Income,60.401606447,87.47391679558,90.364777454493,543360,0.50020017168213,271788,0.49979982831787,271571,19.84,39.88,44.87,108386.53614461,121841.25336668,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2014,<= 60% Median Daily Income,61.226377667,90.255234675366,92.593037888443,556319,0.49949607044098,277879,0.50050392955902,278439,19.29,44.21,45.36,122855.02517687,126291.23104659,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2015,<= 60% Median Daily Income,56.3844706516,93.867474611457,95.13389600917,569604,0.49912426859553,284303,0.50087573140447,285300,19.34,49.95,52.93,142015.29752527,151017.94703806,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2016,<= 60% Median Daily Income,61.5450762472,87.06780698028,89.111714932284,582014,0.49814576684732,289927,0.50185423315268,292086,19.14,38.59,39.50,111892.02951056,115371.4700942,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2017,<= 60% Median Daily Income,60.0251675387,95.999551141783,98.265216427142,596336,0.49778640079774,296847,0.50221359920226,299488,25.05,47.95,49.08,142343.55023869,146999.26642024,0
LUX,N/A,LU,Luxembourg,Europe,EU27,NO,2018,<= 60% Median Daily Income,62.8771376779,90.081569293823,93.282355864413,607950,0.49737958987052,302381,0.50262041012948,305568,24.85,42.98,44.50,129954.77968529,135990.69472548,0
LUX,2019,LU,Luxembourg,Europe,EU27,NO,2019,<= 60% Median Daily Income,63.2300394089,96.170544748225,98.046130868888,620001,0.49711187924951,308209,0.50288812075049,311791,25.04,45.68,46.57,140801.66304417,145215.98563705,1
MDG,N/A,MG,Madagascar,Africa,Rest of the World,YES,2001,<= 1.9565€ Median Daily Income,,,,16709665,,,,,71.00,0.00,0.00,,,0
MDG,N/A,MG,Madagascar,Africa,Rest of the World,YES,2005,<= 1.9565€ Median Daily Income,,,,18792171,,,,,74.20,0.00,0.00,,,0
MDG,N/A,MG,Madagascar,Africa,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,21731053,,,,,80.20,0.00,0.00,,,0
MDG,2012,MG,Madagascar,Africa,Rest of the World,YES,2012,<= 1.9565€ Median Daily Income,,,,22966240,,,,,80.70,0.00,0.00,,,1
MWI,N/A,MW,Malawi,Africa,Rest of the World,YES,2004,<= 1.9565€ Median Daily Income,,,,12411342,,,,,68.90,0.00,0.00,,,0
MWI,N/A,MW,Malawi,Africa,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,14718422,,,,,68.40,0.00,0.00,,,0
MWI,N/A,MW,Malawi,Africa,Rest of the World,YES,2016,<= 1.9565€ Median Daily Income,,,,17405624,,,,,65.70,0.00,0.00,,,0
MWI,2019,MW,Malawi,Africa,Rest of the World,YES,2019,<= 3.3215€ Median Daily Income,,,,18867337,,,,,50.90,0.00,0.00,,,1
MYS,N/A,MY,Malaysia,Asia,Rest of the World,NO,2003,<= 50% Median Daily Income,10.1351063086,,,24698821,,,,,20.00,0.00,0.00,,,0
MYS,N/A,MY,Malaysia,Asia,Rest of the World,NO,2006,<= 50% Median Daily Income,11.4000460938,,,26201954,,,,,19.48,0.00,0.00,,,0
MYS,N/A,MY,Malaysia,Asia,Rest of the World,NO,2008,<= 50% Median Daily Income,11.8102444824,,,27236003,,,,,23.29,0.00,0.00,,,0
MYS,N/A,MY,Malaysia,Asia,Rest of the World,NO,2011,<= 50% Median Daily Income,14.7924352121,,,28650962,,,,,19.24,0.00,0.00,,,0
MYS,N/A,MY,Malaysia,Asia,Rest of the World,NO,2013,<= 50% Median Daily Income,17.5085612338,,,29468923,,,,,17.91,0.00,0.00,,,0
MYS,2015,MY,Malaysia,Asia,Rest of the World,NO,2015,<= 50% Median Daily Income,19.6787367413,,,30270965,,,,,18.17,0.00,0.00,,,1
MLI,N/A,ML,Mali,Africa,Rest of the World,YES,2001,<= 1.9565€ Median Daily Income,,,,11583824,,,,,57.20,0.00,0.00,,,0
MLI,N/A,ML,Mali,Africa,Rest of the World,YES,2006,<= 1.9565€ Median Daily Income,,,,13623541,,,,,49.70,0.00,0.00,,,0
MLI,N/A,ML,Mali,Africa,Rest of the World,YES,2009,<= 1.9565€ Median Daily Income,,,,15032635,,,,,48.20,0.00,0.00,,,0
MLI,2018,ML,Mali,Africa,Rest of the World,YES,2018,<= 3.3215€ Median Daily Income,,,,19934298,,,,,15.20,0.00,0.00,,,1
MLT,N/A,MT,Malta,Europe,EU27,NO,2006,<= 60% Median Daily Income,28.1507075395,23.650553191035,24.775370508412,405308,0.50410247926538,204316,0.49589752073462,200991,18.65,9.97,16.42,20371.20833779,32997.690610346,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2007,<= 60% Median Daily Income,30.4786198899,24.379947793515,25.21354162492,406724,0.50317788252929,204654,0.49682211747071,202069,18.83,9.66,9.99,19770.130900256,20187.850575626,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2008,<= 60% Median Daily Income,30.9037190917,25.958966878004,27.289510878132,409379,0.5028982522215,205875,0.4971017477785,203503,18.76,15.76,16.57,32446.738546592,33716.819453783,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2009,<= 60% Median Daily Income,29.9113245704,27.375007681353,28.65745972967,412477,0.50208310012022,207097,0.49791689987978,205379,18.66,17.08,17.88,35364.125915884,36713.737335523,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2010,<= 60% Median Daily Income,30.8639965907,27.36164880585,28.25134991437,414508,0.50195760179892,208065,0.49804239820108,206442,18.52,16.42,16.95,34154.934808602,34990.44193436,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2011,<= 60% Median Daily Income,31.4785935373,28.107074058934,29.897163376376,416268,0.50262537079296,209226,0.49737462920704,207041,18.68,16.68,17.74,34900.133591485,36735.177313428,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2012,<= 60% Median Daily Income,32.3095305078,29.734185095235,31.417403408651,420028,0.50258175147169,211098,0.49741824852831,208929,18.51,17.03,18.00,35956.275032131,37601.359601871,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2013,<= 60% Median Daily Income,34.1998340502,31.369311456839,32.905582139718,425967,0.50206267795479,213862,0.49793732204521,212104,18.20,16.69,17.51,35700.735368557,37141.290446014,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2014,<= 60% Median Daily Income,36.2956735778,33.592228340587,34.773152935079,434558,0.50041683743806,217460,0.49958316256194,217097,18.35,16.99,17.58,36936.051245251,38170.703074631,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2015,<= 60% Median Daily Income,35.9826309661,35.620105641987,36.918588340908,445053,0.49853874652881,221876,0.50146125347119,223176,18.52,18.33,19.00,40678.624491966,42408.538340945,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2016,<= 60% Median Daily Income,38.8580115742,36.183850188227,36.731564083862,455356,0.49736132233607,226476,0.50263867766393,228879,18.38,17.11,17.37,38760.024856428,39764.218657434,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2017,<= 60% Median Daily Income,39.1603436133,38.070123409292,39.510210188547,467999,0.49670973306365,232459,0.50329026693635,235539,18.54,18.02,18.70,41887.977489964,44048.478172338,0
MLT,N/A,MT,Malta,Europe,EU27,NO,2018,<= 60% Median Daily Income,40.1992653881,38.957152742711,40.023191007874,484630,0.4942222110107,239514,0.5057777889893,245115,18.59,18.01,18.51,43142.811593257,45359.883778008,0
MLT,2019,MT,Malta,Europe,EU27,NO,2019,<= 60% Median Daily Income,41.5968082075,40.239604791027,41.989617481959,504062,0.48975502422203,246866,0.51024497577797,257195,17.98,17.40,18.15,42949.192331508,46692.212581253,1
MRT,N/A,MR,Mauritania,Africa,Rest of the World,YES,2000,<= 1.9565€ Median Daily Income,,,,2695003,,,,,21.50,0.00,0.00,,,0
MRT,N/A,MR,Mauritania,Africa,Rest of the World,YES,2004,<= 1.9565€ Median Daily Income,,,,2946575,,,,,18.10,0.00,0.00,,,0
MRT,N/A,MR,Mauritania,Africa,Rest of the World,YES,2008,<= 1.9565€ Median Daily Income,,,,3233336,,,,,11.80,0.00,0.00,,,0
MRT,2014,MR,Mauritania,Africa,Rest of the World,YES,2014,<= 1.9565€ Median Daily Income,,,,3843174,,,,,6.50,0.00,0.00,,,1
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2000,<= 50% Median Daily Income,6.51052084319,,,98899845,,,,,23.43,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2002,<= 50% Median Daily Income,6.81699762835,,,101684764,,,,,19.92,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,7.22327952437,,,104514934,,,,,19.08,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,7.51653428071,,,106005199,,,,,19.95,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,8.00086397838,,,107560155,,,,,19.32,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,8.03149897641,,,110815272,,,,,19.97,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,7.80427561004,,,114092961,,,,,18.64,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,8.11465239949,,,117274156,,,,,18.93,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,7.69372147453,,,120355137,,,,,17.99,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,8.4605648582,,,123333379,,,,,18.56,0.00,0.00,,,0
MEX,N/A,MX,Mexico,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,8.83691404687,,,126190782,,,,,18.29,0.00,0.00,,,0
MEX,2020,MX,Mexico,Americas,Rest of the World,NO,2020,<= 50% Median Daily Income,8.69186674083,,,128932753,,,,,18.40,0.00,0.00,,,1
FSM,2000,FM,Micronesia,Oceania,Rest of the World,NO,2000,<= 50% Median Daily Income,2.43806281355,,,23984,,,,,28.20,0.00,0.00,,,1
MNE,N/A,ME,Montenegro,Europe,Rest of the World,NO,2012,<= 50% Median Daily Income,11.1422386621,,,620601,0.50611792851293,314097,0.49388207148707,306503,23.76,0.00,0.00,0,0,0
MNE,N/A,ME,Montenegro,Europe,Rest of the World,NO,2013,<= 50% Median Daily Income,11.4006919208,,,621207,0.50587138202557,314250,0.49412861797443,306956,19.95,0.00,0.00,0,0,0
MNE,N/A,ME,Montenegro,Europe,Rest of the World,NO,2014,<= 50% Median Daily Income,11.951442958,,,621810,0.50580109119402,314512,0.49419890880598,307297,23.34,0.00,0.00,0,0,0
MNE,N/A,ME,Montenegro,Europe,Rest of the World,NO,2015,<= 50% Median Daily Income,12.0700914698,,,622159,0.50567031935432,314607,0.49432968064569,307551,23.22,0.00,0.00,0,0,0
MNE,N/A,ME,Montenegro,Europe,Rest of the World,NO,2016,<= 50% Median Daily Income,13.2275866996,,,622303,0.50542414394955,314526,0.49457585605045,307776,19.25,0.00,0.00,0,0,0
MNE,N/A,ME,Montenegro,Europe,Rest of the World,NO,2017,<= 50% Median Daily Income,13.5154517134,,,622373,0.50552951780805,314627,0.49447048219195,307745,19.09,0.00,0.00,0,0,0
MNE,2018,ME,Montenegro,Europe,Rest of the World,NO,2018,<= 50% Median Daily Income,13.3026508979,,,622227,0.50552494621272,314551,0.49447505378728,307675,19.97,0.00,0.00,0,0,1
MOZ,N/A,MZ,Mozambique,Africa,Rest of the World,YES,2002,<= 1.9565€ Median Daily Income,,,,18694946,,,,,80.60,0.00,0.00,,,0
MOZ,N/A,MZ,Mozambique,Africa,Rest of the World,YES,2008,<= 1.9565€ Median Daily Income,,,,21845571,,,,,70.80,0.00,0.00,,,0
MOZ,N/A,MZ,Mozambique,Africa,Rest of the World,YES,2014,<= 1.9565€ Median Daily Income,,,,26038704,,,,,64.60,0.00,0.00,,,0
MOZ,2019,MZ,Mozambique,Africa,Rest of the World,YES,2019,<= 3.3215€ Median Daily Income,,,,30285595,,,,,56.20,0.00,0.00,,,1
MMR,N/A,MM,Myanmar,Asia,Rest of the World,YES,2015,<= 1.9565€ Median Daily Income,,,,51483949,,,,,6.20,0.00,0.00,,,0
MMR,2017,MM,Myanmar,Asia,Rest of the World,YES,2017,<= 3.3215€ Median Daily Income,,,,52288341,,,,,4.00,0.00,0.00,,,1
NPL,N/A,NP,Nepal,Asia,Rest of the World,YES,2003,<= 1.9565€ Median Daily Income,,,,25682908,,,,,40.30,0.00,0.00,,,0
NPL,2010,NP,Nepal,Asia,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,27161567,,,,,8.20,0.00,0.00,,,1
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2004,<= 60% Median Daily Income,40.2817630943,,,16281779,0.50511144276257,8224112,0.49488855723743,8057666,18.13,0.00,0.00,0,0,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2005,<= 60% Median Daily Income,40.7645850157,44.605285305504,46.243083442208,16319868,0.50532236739864,8246794,0.49467763260136,8073073,17.77,19.44,25.99,1603562.6884783,2097848.4611428,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2006,<= 60% Median Daily Income,42.5097633688,45.056815297516,47.285075731465,16346101,0.50549141954218,8262813,0.49450858045782,8083287,17.46,18.51,19.42,1529407.5759635,1570170.8450413,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2007,<= 60% Median Daily Income,44.9406321728,47.498817739518,49.930133081118,16381696,0.50553136350721,8281461,0.49446863649279,8100234,17.64,18.64,19.60,1543797.5143482,1587306.7567041,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2008,<= 60% Median Daily Income,45.2913212752,51.012201996885,53.34466165976,16445593,0.50552418749462,8313645,0.49447581250538,8131947,17.70,19.93,26.92,1657034.7763434,2188923.3304277,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2009,<= 60% Median Daily Income,45.5937703403,52.831680840434,54.760702463109,16530388,0.50524679228235,8351925,0.49475320771765,8178462,18.00,26.62,27.60,2223680.8981755,2257002.8236526,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2010,<= 60% Median Daily Income,45.1304297353,53.317943908754,55.172155828611,16615394,0.50506899280597,8391920,0.49493100719403,8223473,17.84,27.08,28.02,2272261.8621342,2304087.0116804,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2011,<= 60% Median Daily Income,44.5358905719,53.085499474996,55.37253896116,16693074,0.50506835487148,8431143,0.49493164512852,8261930,17.58,27.27,28.45,2299496.466791,2350424.6424287,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2012,<= 60% Median Daily Income,43.8391178407,53.732069049356,56.136666639949,16754962,0.50491938362549,8459905,0.49508061637451,8295056,17.47,27.90,29.14,2359962.9641481,2417531.1591159,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2013,<= 60% Median Daily Income,42.6783101927,54.552304005258,56.906137868939,16804432,0.50491362266327,8484786,0.49508637733673,8319645,17.48,28.93,35.82,2454574.8034199,2980023.805863,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2014,<= 60% Median Daily Income,43.0473502641,54.993146896867,56.638960358873,16865008,0.50476903688563,8512933,0.49523096311437,8352074,17.68,28.97,29.84,2466090.20935,2491900.9635817,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2015,<= 60% Median Daily Income,45.8832088715,56.037810961225,57.900038206384,16939923,0.5045858976709,8547646,0.4954141023291,8392276,17.41,27.57,28.49,2356854.3745029,2390912.4210522,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2016,<= 60% Median Daily Income,47.8716171752,59.503103266779,61.792814528044,17030314,0.50426553319607,8587800,0.49573446680393,8442513,17.68,28.33,29.42,2432661.1666654,2483532.2249832,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2017,<= 60% Median Daily Income,47.7842338519,61.696630624421,64.416497676892,17131296,0.50384342552446,8631490,0.49615657447554,8499805,17.45,29.13,36.22,2513994.4149678,3078953.1284418,0
NLD,N/A,NL,Netherlands,Europe,EU27,NO,2018,<= 60% Median Daily Income,48.3905662149,62.629080134551,65.824523154939,17231624,0.50369598332678,8679499,0.49630401667322,8552124,17.65,29.57,36.86,2566183.9259297,3152177.4158993,0
NLD,2019,NL,Netherlands,Europe,EU27,NO,2019,<= 60% Median Daily Income,49.5194654318,64.210770994141,67.197815556678,17344874,0.50347152726195,8732650,0.49652847273805,8612223,17.70,29.43,36.43,2570420.9460471,3137309.949852,1
NIC,N/A,NI,Nicaragua,Americas,Rest of the World,NO,2001,<= 50% Median Daily Income,4.08256783662,,,5145367,,,,,19.34,0.00,0.00,,,0
NIC,N/A,NI,Nicaragua,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,5.04134646925,,,5438692,,,,,18.65,0.00,0.00,,,0
NIC,N/A,NI,Nicaragua,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,5.43966352384,,,5745538,,,,,18.17,0.00,0.00,,,0
NIC,2014,NI,Nicaragua,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,7.34755312382,,,6142734,,,,,18.95,0.00,0.00,,,1
NER,N/A,NE,Niger,Africa,Rest of the World,YES,2005,<= 1.9565€ Median Daily Income,,,,13855221,,,,,80.50,0.00,0.00,,,0
NER,N/A,NE,Niger,Africa,Rest of the World,YES,2007,<= 1.9565€ Median Daily Income,,,,14897873,,,,,78.90,0.00,0.00,,,0
NER,N/A,NE,Niger,Africa,Rest of the World,YES,2011,<= 1.9565€ Median Daily Income,,,,17283112,,,,,60.60,0.00,0.00,,,0
NER,N/A,NE,Niger,Africa,Rest of the World,YES,2014,<= 1.9565€ Median Daily Income,,,,19372014,,,,,53.60,0.00,0.00,,,0
NER,2018,NE,Niger,Africa,Rest of the World,YES,2018,<= 3.3215€ Median Daily Income,,,,22577058,,,,,37.60,0.00,0.00,,,1
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2009,<= 50% Median Daily Income,7.48272704088,,,2050671,0.49878235045169,1022838,0.50121764954831,1027832,23.36,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2010,<= 50% Median Daily Income,8.04636563458,,,2055004,0.49880451420114,1025045,0.50119548579886,1029958,22.99,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2011,<= 50% Median Daily Income,8.01922554433,,,2058539,0.49891215797138,1027030,0.50108784202862,1031508,22.33,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2012,<= 50% Median Daily Income,8.32050766001,,,2061044,0.49901495003869,1028491,0.50098504996131,1032552,22.45,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2013,<= 50% Median Daily Income,8.33813768515,,,2064032,0.49903457024071,1030023,0.50096542975929,1034008,18.81,0.00,0.00,0,0,0
